"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";" Total"
"280540 POCO REDONDO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"460037";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"460037"
"280550 POCO VERDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299449";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299449"
"280560 PORTO DA FOLHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"377379";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"377379"
"280570 PROPRIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417120"
"280580 RIACHAO DO DANTAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"302080";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"302080"
"280590 RIACHUELO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165893";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165893"
"280600 RIBEIROPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223545"
"280610 ROSARIO DO CATETE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135988";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135988"
"280620 SALGADO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274392"
"280630 SANTA LUZIA DO ITANHY";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"221473";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"221473"
"280640 SANTANA DO SAO FRANCISCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115473";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115473"
"280650 SANTA ROSA DE LIMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65581";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65581"
"280660 SANTO AMARO DAS BROTAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161521";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161521"
"280670 SAO CRISTOVAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1071719";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1071719"
"280680 SAO DOMINGOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139981";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139981"
"280690 SAO FRANCISCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48339"
"280700 SAO MIGUEL DO ALEIXO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52954";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52954"
"280710 SIMAO DIAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"540098";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"540098"
"280720 SIRIRI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110488";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110488"
"280730 TELHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47562";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47562"
"280740 TOBIAS BARRETO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"711586";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"711586"
"280750 TOMAR DO GERU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198106"
"280760 UMBAUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"343135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"343135"
"290010 ABAIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"108520";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"108520"
"290020 ABARE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328621";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328621"
"290030 ACAJUTIBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211178";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211178"
"290035 ADUSTINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243071";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243071"
"290040 AGUA FRIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224205"
"290050 ERICO CARDOSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166133"
"290060 AIQUARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65149"
"290070 ALAGOINHAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1819110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1819110"
"290080 ALCOBACA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385474"
"290090 ALMADINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96281"
"290100 AMARGOSA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"550172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"550172"
"290110 AMELIA RODRIGUES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334358";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334358"
"290115 AMERICA DOURADA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260680";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260680"
"290120 ANAGE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304408";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304408"
"290130 ANDARAI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217780"
"290135 ANDORINHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196060";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196060"
"290140 ANGICAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217340"
"290150 ANGUERA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137552";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137552"
"290160 ANTAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209152"
"290170 ANTONIO CARDOSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"189164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"189164"
"290180 ANTONIO GONCALVES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167109"
"290190 APORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259174"
"290195 APUAREMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120269"
"290200 ARACATU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200229"
"290205 ARACAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218083";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218083"
"290210 ARACI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"839048";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"839048"
"290220 ARAMARI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"146857";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"146857"
"290225 ARATACA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"170221";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"170221"
"290230 ARATUIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169843";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169843"
"290240 AURELINO LEAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228165"
"290250 BAIANOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209472";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209472"
"290260 BAIXA GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283602";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283602"
"290265 BANZAE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222054";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222054"
"290270 BARRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"880163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"880163"
"290280 BARRA DA ESTIVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412638";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412638"
"290290 BARRA DO CHOCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"592232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"592232"
"290300 BARRA DO MENDES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211241"
"290310 BARRA DO ROCHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128336"
"290320 BARREIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2481856";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2481856"
"290323 BARRO ALTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171124"
"290327 BARROCAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188961";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188961"
"290330 BARRO PRETO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95659";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95659"
"290340 BELMONTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"358872";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"358872"
"290350 BELO CAMPO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278536"
"290360 BIRITINGA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215045";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215045"
"290370 BOA NOVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268735";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268735"
"290380 BOA VISTA DO TUPIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"232033";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"232033"
"290390 BOM JESUS DA LAPA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1217582";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1217582"
"290395 BOM JESUS DA SERRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"157027";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"157027"
"290400 BONINAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195015";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195015"
"290405 BONITO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227003";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227003"
"290410 BOQUIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350665";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350665"
"290420 BOTUPORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181719";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181719"
"290430 BREJOES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243168"
"290440 BREJOLANDIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123821";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123821"
"290450 BROTAS DE MACAUBAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186868";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186868"
"290460 BRUMADO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1036189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1036189"
"290470 BUERAREMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304914";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304914"
"290475 BURITIRAMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356733";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356733"
"290480 CAATIBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129751";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129751"
"290485 CABACEIRAS DO PARAGUACU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311292"
"290490 CACHOEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"523838";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"523838"
"290500 CACULE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322772"
"290510 CAEM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209378"
"290515 CAETANOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167393"
"290520 CAETITE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"656299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"656299"
"290530 CAFARNAUM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272074";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272074"
"290540 CAIRU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230744";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230744"
"290550 CALDEIRAO GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"221010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"221010"
"290560 CAMACAN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"569872";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"569872"
"290570 CAMACARI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3784655";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3784655"
"290580 CAMAMU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616103"
"290590 CAMPO ALEGRE DE LOURDES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548774";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548774"
"290600 CAMPO FORMOSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"928913";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"928913"
"290610 CANAPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"177293";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"177293"
"290620 CANARANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348853";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348853"
"290630 CANAVIEIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"556511";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"556511"
"290640 CANDEAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136766";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136766"
"290650 CANDEIAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1775457";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1775457"
"290660 CANDIBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213811";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213811"
"290670 CANDIDO SALES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"470447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"470447"
"290680 CANSANCAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"497210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"497210"
"290682 CANUDOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249856";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249856"
"290685 CAPELA DO ALTO ALEGRE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138589";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138589"
"290687 CAPIM GROSSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"517533";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"517533"
"290689 CARAIBAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"131337";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"131337"
"290690 CARAVELAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331819";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331819"
"290700 CARDEAL DA SILVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142491"
"290710 CARINHANHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"516422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"516422"
"290720 CASA NOVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"979315";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"979315"
"290730 CASTRO ALVES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"405299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"405299"
"290740 CATOLANDIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60241"
"290750 CATU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"833680";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"833680"
"290755 CATURAMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130547";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130547"
"290760 CENTRAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241772";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241772"
"290770 CHORROCHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169595";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169595"
"290780 CICERO DANTAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"428222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"428222"
"290790 CIPO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252485";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252485"
"290800 COARACI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326665";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326665"
"290810 COCOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303200"
"290820 CONCEICAO DA FEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303077";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303077"
"290830 CONCEICAO DO ALMEIDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242694";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242694"
"290840 CONCEICAO DO COITE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"826985";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"826985"
"290850 CONCEICAO DO JACUIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"428113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"428113"
"290860 CONDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"431340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"431340"
"290870 CONDEUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300815";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300815"
"290880 CONTENDAS DO SINCORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60071";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60071"
"290890 CORACAO DE MARIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356419"
"290900 CORDEIROS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125603"
"290910 CORIBE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277386";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277386"
"290920 CORONEL JOAO SA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"257865";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"257865"
"290930 CORRENTINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"578619";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"578619"
"290940 COTEGIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227436"
"290950 CRAVOLANDIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90147"
"290960 CRISOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286674";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286674"
